SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017
157,6,39,45022,0,0,1,A,Madera city,California,61416,61416,61524,61893,62442,62846,63416,63969,64545,65508
157,6,39,99990,0,0,1,F,Balance of Madera County,California,70729,70645,70795,71078,71377,71583,71792,72001,72170,72824
50,6,41,0,0,0,0,A,Marin County,California,252409,252419,252940,255505,256381,258856,261007,261718,261532,260955
157,6,41,5164,0,0,1,A,Belvedere city,California,2068,2071,2073,2093,2109,2125,2140,2135,2131,2126
157,6,41,16462,0,0,1,A,Corte Madera town,California,9253,9262,9272,9352,9396,9483,9931,9927,9899,9864
157,6,41,23168,0,0,1,A,Fairfax town,California,7441,7439,7447,7511,7551,7618,7646,7644,7626,7598
157,6,41,40438,0,0,1,A,Larkspur city,California,11926,11929,11943,12050,12113,12228,12341,12444,12430,12396
157,6,41,47710,0,0,1,A,Mill Valley city,California,13903,13905,13924,14072,14178,14333,14415,14422,14405,14355
157,6,41,52582,0,0,1,A,Novato city,California,51904,51872,51982,52712,53296,54242,55002,55592,56139,55980
157,6,41,62980,0,0,1,A,Ross town,California,2415,2426,2429,2449,2460,2483,2496,2495,2489,2480
157,6,41,64434,0,0,1,A,San Anselmo town,California,12336,12305,12318,12421,12485,12607,12651,12646,12618,12580
157,6,41,68364,0,0,1,A,San Rafael city,California,57713,57694,57803,58261,58522,59096,59275,59252,59131,59070
157,6,41,70364,0,0,1,A,Sausalito city,California,7061,6952,6959,7021,7056,7127,7177,7179,7162,7141
157,6,41,78666,0,0,1,A,Tiburon town,California,8962,8947,8959,9038,9085,9178,9216,9215,9191,9165
157,6,41,99990,0,0,1,F,Balance of Marin County,California,67427,67617,67831,68525,68130,68336,68717,68767,68311,68200
50,6,43,0,0,0,1,A,Mariposa County,California,18251,18250,18280,18174,17893,17820,17730,17649,17524,17569
50,6,45,0,0,0,0,A,Mendocino County,California,87841,87840,87799,87367,87376,87164,87375,87318,87609,88018
157,6,45,25058,0,0,1,A,Fort Bragg city,California,7273,7276,7278,7252,7258,7246,7266,7264,7288,7312
157,6,45,57876,0,0,1,A,Point Arena city,California,449,449,449,447,448,449,449,449,451,453
157,6,45,81134,0,0,1,A,Ukiah city,California,16075,16086,16030,15929,15929,15875,15899,15872,15886,16036
157,6,45,85600,0,0,1,A,Willits city,California,4888,4877,4874,4834,4831,4817,4824,4830,4854,4875
157,6,45,99990,0,0,1,F,Balance of Mendocino County,California,59156,59152,59168,58905,58910,58777,58937,58903,59130,59342
50,6,47,0,0,0,0,A,Merced County,California,255793,255798,256772,259607,261407,262712,265281,267406,268878,272673
157,6,47,3162,0,0,1,A,Atwater city,California,28168,28172,28249,28519,28637,28746,28912,29119,29291,29397
157,6,47,19612,0,0,1,A,Dos Palos city,California,4950,4950,4963,5009,5028,5040,5066,5108,5248,5445
157,6,47,31568,0,0,1,A,Gustine city,California,5520,5520,5535,5586,5613,5633,5665,5733,5823,5844
157,6,47,42006,0,0,1,A,Livingston city,California,13058,13011,13062,13369,13431,13484,13751,13846,13958,14140
157,6,47,44028,0,0,1,A,Los Banos city,California,35972,35967,36074,36410,36572,36707,36948,37306,37649,39183
157,6,47,46898,0,0,1,A,Merced city,California,78958,78957,79147,79804,80400,80919,81393,82108,82630,83081
157,6,47,99990,0,0,1,F,Balance of Merced County,California,89167,89221,89742,90910,91726,92183,93546,94186,94279,95583
50,6,49,0,0,0,0,A,Modoc County,California,9686,9686,9699,9515,9359,9154,9083,9050,8941,8859
157,6,49,1444,0,0,1,A,Alturas city,California,2827,2827,2832,2771,2718,2653,2638,2620,2580,2540
157,6,49,99990,0,0,1,F,Balance of Modoc County,California,6859,6859,6867,6744,6641,6501,6445,6430,6361,6319
50,6,51,0,0,0,0,A,Mono County,California,14202,14202,14204,14329,14248,13997,14072,13954,14101,14168
157,6,51,45358,0,0,1,A,Mammoth Lakes town,California,8234,8234,8231,8290,8238,8070,8102,8030,8116,8132
157,6,51,99990,0,0,1,F,Balance of Mono County,California,5968,5968,5973,6039,6010,5927,5970,5924,5985,6036
50,6,53,0,0,0,0,A,Monterey County,California,415057,415052,416475,421162,426094,428382,430416,432774,436363,437907
157,6,53,11250,0,0,1,A,Carmel-by-the-Sea city,California,3722,3722,3731,3766,3807,3840,3867,3886,3903,3897
157,6,53,18688,0,0,1,A,Del Rey Oaks city,California,1624,1624,1628,1643,1661,1671,1678,1684,1689,1687
157,6,53,30392,0,0,1,A,Gonzales city,California,8187,8165,8190,8261,8345,8397,8433,8462,8492,8479
157,6,53,30994,0,0,1,A,Greenfield city,California,16330,16334,16419,16570,16738,16837,16909,17147,17472,17517
157,6,53,38520,0,0,1,A,King City city,California,12874,12874,12906,13025,13163,13245,13548,13863,13910,14055
157,6,53,45778,0,0,1,A,Marina city,California,19718,19718,19748,19909,20210,20347,20767,21175,21732,22145
157,6,53,48872,0,0,1,A,Monterey city,California,27810,27697,27921,28295,28838,28713,28680,28647,28732,28639
157,6,53,54848,0,0,1,A,Pacific Grove city,California,15041,15039,15085,15241,15404,15498,15567,15634,15675,15698
157,6,53,64224,0,0,1,A,Salinas city,California,150441,150498,150820,152571,154197,155477,156336,156960,157618,157596
157,6,53,65112,0,0,1,A,Sand City city,California,334,334,335,338,340,345,379,380,383,387
157,6,53,70742,0,0,1,A,Seaside city,California,33025,33025,33103,33389,33840,34070,34105,34441,34402,34150
157,6,53,72520,0,0,1,A,Soledad city,California,25738,25738,26032,26416,26503,25829,25314,24968,25672,26273
157,6,53,99990,0,0,1,F,Balance of Monterey County,California,100213,100284,100557,101738,103048,104113,104833,105527,106683,107384
50,6,55,0,0,0,0,A,Napa County,California,136484,136530,136794,137905,138876,139978,140918,141507,141649,140973
157,6,55,1640,0,0,1,A,American Canyon city,California,19454,19542,19620,19858,20054,20282,20368,20422,20402,20247
157,6,55,9892,0,0,1,A,Calistoga city,California,5155,5155,5164,5198,5224,5258,5280,5298,5303,5273
157,6,55,50258,0,0,1,A,Napa city,California,76915,77117,77229,77824,78395,78989,79703,80045,80111,79774
157,6,55,64140,0,0,1,A,St. Helena city,California,5814,5816,5824,5868,5895,5937,5964,6049,6133,6196
157,6,55,86930,0,0,1,A,Yountville city,California,2933,2933,2947,2973,2958,2963,2990,2992,3002,2924
157,6,55,99990,0,0,1,F,Balance of Napa County,California,26213,25967,26010,26184,26350,26549,26613,26701,26698,26559
50,6,57,0,0,0,0,A,Nevada County,California,98764,98748,98791,98714,98173,97992,98614,98715,99053,99814
157,6,57,30798,0,0,1,A,Grass Valley city,California,12860,12867,12867,12898,12817,12784,12838,12930,12943,12987
157,6,57,50874,0,0,1,A,Nevada City city,California,3068,3057,3070,3093,3085,3085,3061,3141,3136,3136
157,6,57,80588,0,0,1,A,Truckee town,California,16180,16164,16168,16153,16089,16093,16243,16271,16370,16553
157,6,57,99990,0,0,1,F,Balance of Nevada County,California,66656,66660,66686,66570,66182,66030,66472,66373,66604,67138
50,6,59,0,0,0,0,A,Orange County,California,3010232,3010265,3017116,3053465,3085386,3113649,3136750,3160576,3177703,3190400
157,6,59,947,0,0,1,A,Aliso Viejo city,California,47823,48098,48237,48951,49570,50096,50120,50096,51490,51671
157,6,59,2000,0,0,1,A,Anaheim city,California,336265,336440,337177,340511,343102,345019,345959,349732,351661,352497
157,6,59,8100,0,0,1,A,Brea city,California,39282,39189,39425,39862,40212,40999,41379,41823,42546,42777
157,6,59,8786,0,0,1,A,Buena Park city,California,80530,80613,80807,81631,82211,82916,82864,83041,83298,83015
157,6,59,16532,0,0,1,A,Costa Mesa city,California,109960,110078,110168,111099,111819,112299,112558,112889,113018,113825
157,6,59,17750,0,0,1,A,Cypress city,California,47802,47860,47965,48445,48773,49089,49078,49150,48989,49064
157,6,59,17946,0,0,1,A,Dana Point city,California,33351,33293,33347,33671,33902,34049,34032,34083,34062,33934
157,6,59,25380,0,0,1,A,Fountain Valley city,California,55313,55360,55484,56008,56433,56739,56840,56828,56631,56313
157,6,59,28000,0,0,1,A,Fullerton city,California,135161,135239,135333,136531,138388,138977,139243,140437,140968,140392
157,6,59,29000,0,0,1,A,Garden Grove city,California,170883,170960,171228,173137,174166,174852,174934,174906,175206,174226
157,6,59,36000,0,0,1,A,Huntington Beach city,California,189992,191037,191342,193184,194563,197588,200188,201300,201004,201874
157,6,59,36770,0,0,1,A,Irvine city,California,212375,212043,213435,220454,229456,236574,247804,256186,266385,277453
157,6,59,39178,0,0,1,A,Laguna Beach city,California,22723,22730,22767,22997,23141,23266,23279,23302,23244,23147
157,6,59,39220,0,0,1,A,Laguna Hills city,California,30344,30212,30259,30549,30740,30867,30838,31611,31504,31318
157,6,59,39248,0,0,1,A,Laguna Niguel city,California,62979,62985,63131,63834,64262,64538,65270,65612,65382,66334
157,6,59,39259,0,0,1,A,Laguna Woods city,California,16192,16046,16072,16221,16323,16387,16369,16360,16300,16200
157,6,59,39290,0,0,1,A,La Habra city,California,60239,60287,60393,61000,61382,61667,61893,61961,61797,62466
157,6,59,39496,0,0,1,A,Lake Forest city,California,77264,77448,77574,78380,78888,79306,79911,82236,83337,84293
157,6,59,40256,0,0,1,A,La Palma city,California,15568,15526,15550,15693,15790,15886,15868,15859,15801,15722
157,6,59,43224,0,0,1,A,Los Alamitos city,California,11449,11404,11421,11529,11609,11654,11691,11685,11655,11603
157,6,59,48256,0,0,1,A,Mission Viejo city,California,93305,93112,93259,94128,94832,96252,96924,96877,96519,96016
157,6,59,51182,0,0,1,A,Newport Beach city,California,85186,85219,85358,86168,86706,87101,86956,86882,86842,86160
157,6,59,53980,0,0,1,A,Orange city,California,136416,136432,136794,138329,139299,139964,139480,140611,140746,140560
157,6,59,57526,0,0,1,A,Placentia city,California,50533,50917,51008,51558,51947,52235,52262,52375,52343,52157
157,6,59,59587,0,0,1,A,Rancho Santa Margarita city,California,47853,47855,47929,48380,48687,49160,49213,49187,49006,48793
157,6,59,65084,0,0,1,A,San Clemente city,California,63522,63482,63603,64302,64727,64989,65123,65340,65411,65267
157,6,59,68028,0,0,1,A,San Juan Capistrano city,California,34593,34427,34492,34900,35173,35618,35890,36061,36081,36064
157,6,59,69000,0,0,1,A,Santa Ana city,California,324528,324796,325427,328571,331222,334538,334398,334472,334953,334136
157,6,59,70686,0,0,1,A,Seal Beach city,California,24168,24077,24116,24347,24507,24599,24581,24556,24492,24326
157,6,59,73962,0,0,1,A,Stanton city,California,38186,37827,37909,38266,38446,38635,38601,38762,38741,38528
157,6,59,80854,0,0,1,A,Tustin city,California,75540,75316,75491,76301,77730,78314,80377,80352,80540,80498
157,6,59,82744,0,0,1,A,Villa Park city,California,5812,5822,5831,5888,5925,5955,5951,5948,5928,5895
157,6,59,84550,0,0,1,A,Westminster city,California,89701,89613,89789,90792,91397,91832,91806,91856,91809,91564
157,6,59,86832,0,0,1,A,Yorba Linda city,California,64234,64169,64407,65679,66419,66972,67565,67755,68296,68229
157,6,59,99990,0,0,1,F,Balance of Orange County,California,121160,120353,120588,122169,123639,124717,127505,130445,131718,134083
50,6,61,0,0,0,0,A,Placer County,California,348432,348494,350034,356445,360569,365822,369727,373469,379742,386166
157,6,61,3204,0,0,1,A,Auburn city,California,13330,13305,13339,13518,13615,13827,13889,13885,13936,13997
157,6,61,14498,0,0,1,A,Colfax city,California,1963,1950,1957,1976,1988,1998,2005,1997,2003,2005
157,6,61,41474,0,0,1,A,Lincoln city,California,42819,42932,43110,43795,44289,45082,45803,46382,47086,47674
157,6,61,43140,0,0,1,A,Loomis town,California,6430,6419,6437,6528,6587,6650,6696,6702,6756,6809
157,6,61,62364,0,0,1,A,Rocklin city,California,56974,57117,57462,58434,58998,59670,60132,61001,62733,64838
157,6,61,62938,0,0,1,A,Roseville city,California,118788,119164,119809,122653,124424,126801,128456,130118,132873,135329
157,6,61,99990,0,0,1,F,Balance of Placer County,California,108128,107607,107920,109541,110668,111794,112746,113384,114355,115514
50,6,63,0,0,0,0,A,Plumas County,California,20007,20007,19914,19716,19377,18899,18667,18525,18787,18742
157,6,63,58352,0,0,1,A,Portola city,California,2104,2104,2093,2060,2013,1960,1933,1915,1938,1930
157,6,63,99990,0,0,1,F,Balance of Plumas County,California,17903,17903,17821,17656,17364,16939,16734,16610,16849,16812
50,6,65,0,0,0,0,A,Riverside County,California,2189641,2189753,2202001,2235890,2264804,2291406,2321738,2352080,2386522,2423266
157,6,65,3820,0,0,1,A,Banning city,California,29603,29594,29729,30011,30258,30479,30670,30820,31017,31230
157,6,65,4758,0,0,1,A,Beaumont city,California,36877,36800,37200,38474,39277,40349,42028,43532,45228,46967
157,6,65,7218,0,0,1,A,Blythe city,California,20817,20779,20473,20203,20570,19784,19188,19123,19699,19630
157,6,65,9864,0,0,1,A,Calimesa city,California,7879,7885,7923,8004,8104,8213,8392,8504,8630,8817
157,6,65,10928,0,0,1,A,Canyon Lake city,California,10561,10561,10609,10714,10805,10887,10975,11038,11121,11223
157,6,65,12048,0,0,1,A,Cathedral City city,California,51200,51254,51485,52138,52576,52969,53326,53667,54094,54596
157,6,65,14260,0,0,1,A,Coachella city,California,40704,40724,41007,41926,42652,43057,44003,44473,44916,45443
157,6,65,16350,0,0,1,A,Corona city,California,152374,152430,153193,154911,157726,159139,160838,163600,166507,167836
157,6,65,18996,0,0,1,A,Desert Hot Springs city,California,25938,27052,27174,27445,27675,27879,28082,28228,28483,28757
157,6,65,21230,0,0,1,A,Eastvale city,California,A,53683,54053,55056,55816,56537,57798,59783,61369,63211
157,6,65,33182,0,0,1,A,Hemet city,California,78657,78728,79202,80382,81246,81969,82817,83606,84419,85160
157,6,65,36434,0,0,1,A,Indian Wells city,California,4958,4958,4983,5044,5095,5146,5203,5266,5333,5404
157,6,65,36448,0,0,1,A,Indio city,California,76036,79116,79638,81088,82373,83526,85341,87170,88468,89793
157,6,65,37692,0,0,1,A,Jurupa Valley city,California,A,95005,95625,97274,98495,99643,100276,101669,103440,106028
157,6,65,39486,0,0,1,A,Lake Elsinore city,California,51821,53418,53744,55227,56231,57927,60357,62222,64088,66411
157,6,65,40354,0,0,1,A,La Quinta city,California,37467,37468,37681,38171,38553,39192,39830,40305,40874,41304
157,6,65,46842,0,0,1,A,Menifee city,California,77519,77519,78080,79867,81292,83358,84875,86799,88465,90595
157,6,65,49270,0,0,1,A,Moreno Valley city,California,193365,193312,194279,196726,198479,200529,202216,203325,205090,207226
157,6,65,50076,0,0,1,A,Murrieta city,California,103466,103606,104123,105330,106551,107462,108191,109571,111719,113326
157,6,65,51560,0,0,1,A,Norco city,California,27063,27063,27094,27229,27332,26914,26887,26198,26688,26761
157,6,65,55184,0,0,1,A,Palm Desert city,California,48445,48450,48693,49284,49843,50445,51017,51663,52182,52932
157,6,65,55254,0,0,1,A,Palm Springs city,California,44552,44538,44772,45236,45757,46214,46703,47187,47646,48142
157,6,65,56700,0,0,1,A,Perris city,California,68386,68550,69001,70469,71331,72436,73667,74829,76284,77879
157,6,65,59500,0,0,1,A,Rancho Mirage city,California,17218,17166,17245,17395,17524,17665,17825,17956,18122,18306
157,6,65,62000,0,0,1,A,Riverside city,California,303871,303985,305571,309726,312770,316079,318352,321179,324336,327728
157,6,65,67112,0,0,1,A,San Jacinto city,California,44199,44199,44410,44977,45418,45909,46333,46762,47442,48254
157,6,65,78120,0,0,1,A,Temecula city,California,100097,100048,100755,102746,104470,106289,108926,111418,112673,114327
157,6,65,85446,0,0,1,A,Wildomar city,California,32176,32220,32434,32952,33308,33745,35248,35477,36103,36932
157,6,65,99990,0,0,1,F,Balance of Riverside County,California,504392,349642,351825,357885,363277,367665,372374,376710,382086,389048
50,6,67,0,0,0,0,A,Sacramento County,California,1418788,1418742,1421651,1434506,1446585,1459474,1477522,1496130,1513260,1530615
157,6,67,13588,0,0,1,A,Citrus Heights city,California,83301,83261,83365,83903,84489,85123,85891,86759,87380,87931
157,6,67,22020,0,0,1,A,Elk Grove city,California,153015,153015,153424,155719,158295,160510,163017,166306,169454,171844
157,6,67,24638,0,0,1,A,Folsom city,California,72203,72203,72179,72636,73183,72946,75136,76121,77180,78038
157,6,67,28112,0,0,1,A,Galt city,California,23647,23647,23690,24098,24247,24412,24747,25209,25603,26172
157,6,67,36882,0,0,1,A,Isleton city,California,804,804,805,811,816,820,827,833,839,845
157,6,67,59444,0,0,1,A,Rancho Cordova city,California,64776,64805,65080,66007,66803,67823,69513,70756,72273,73563
157,6,67,64000,0,0,1,A,Sacramento city,California,466488,466394,467382,471170,474804,478927,483629,488952,494894,501901
157,6,67,99990,0,0,1,S,Balance of Sacramento County,California,554554,554613,555726,560162,563948,568913,574762,581194,585637,590321
50,6,69,0,0,0,0,A,San Benito County,California,55269,55269,55532,56034,56701,57370,57974,58364,59335,60310
157,6,69,34120,0,0,1,A,Hollister city,California,34928,34741,34916,35272,35727,36197,36690,36984,37579,38404
157,6,69,68014,0,0,1,A,San Juan Bautista city,California,1862,1851,1859,1871,1890,1909,1919,1939,1967,1976
157,6,69,99990,0,0,1,F,Balance of San Benito County,California,18479,18677,18757,18891,19084,19264,19365,19441,19789,19930
50,6,71,0,0,0,0,A,San Bernardino County,California,2035210,2035212,2041234,2062381,2076601,2086732,2104038,2120794,2137131,2157404
157,6,71,296,0,0,1,A,Adelanto city,California,31765,31760,31667,31891,31139,31273,32602,33052,33343,34066
157,6,71,2364,0,0,1,A,Apple Valley town,California,69135,69139,69313,70069,70480,70832,71298,71921,72426,73077
157,6,71,4030,0,0,1,A,Barstow city,California,22639,22639,22703,22921,23036,23226,23416,23622,23823,23916
157,6,71,6434,0,0,1,A,Big Bear Lake city,California,5019,5018,5029,5073,5101,5118,5152,5196,5227,5262
157,6,71,13210,0,0,1,A,Chino city,California,77983,77972,78563,79547,79959,80846,84383,85282,87599,89797
157,6,71,13214,0,0,1,A,Chino Hills city,California,74799,74799,74985,75702,76163,76440,76693,78032,78652,80374
157,6,71,14890,0,0,1,A,Colton city,California,52154,52153,52276,52754,53028,53208,53829,54426,54632,54828
157,6,71,24680,0,0,1,A,Fontana city,California,196069,196468,197370,200046,201534,203084,204471,206720,209268,211815
157,6,71,30658,0,0,1,A,Grand Terrace city,California,12040,12040,12066,12165,12262,12328,12366,12422,12490,12595
157,6,71,33434,0,0,1,A,Hesperia city,California,90173,90173,90370,91316,91786,92036,92372,92980,93568,94859
157,6,71,33588,0,0,1,A,Highland city,California,53104,53104,53226,53707,54016,54248,54443,54680,54864,55342
157,6,71,42370,0,0,1,A,Loma Linda city,California,23261,23287,23353,23537,23655,23718,23790,23997,24129,24196
157,6,71,48788,0,0,1,A,Montclair city,California,36664,36664,36769,37330,37520,38021,38325,38574,38910,39276
157,6,71,50734,0,0,1,A,Needles city,California,4844,4836,4847,4891,4915,4925,4950,4967,4985,5007
157,6,71,53896,0,0,1,A,Ontario city,California,163924,163921,164391,165866,166858,167396,168459,170613,172955,175841
157,6,71,59451,0,0,1,A,Rancho Cucamonga city,California,165269,165372,166250,168047,170205,171138,173615,174646,176213,177452
157,6,71,59962,0,0,1,A,Redlands city,California,68747,68667,68813,69359,69728,69924,70364,70797,71196,71554
157,6,71,60466,0,0,1,A,Rialto city,California,99171,99150,99391,100684,101473,101784,102307,102781,103171,103562
157,6,71,65000,0,0,1,A,San Bernardino city,California,209924,209961,210182,211816,212969,213690,214200,215350,216018,216995
157,6,71,80994,0,0,1,A,Twentynine Palms city,California,25048,25048,25104,25381,25642,25724,25805,25928,25993,26542
157,6,71,81344,0,0,1,A,Upland city,California,73732,73713,73893,74517,75038,75328,75710,76159,76552,76999
157,6,71,82590,0,0,1,A,Victorville city,California,115903,115921,116322,118009,120040,120968,121418,121817,122096,122441
157,6,71,87042,0,0,1,A,Yucaipa city,California,51367,51371,51508,52020,52384,52676,52882,53146,53343,53683
157,6,71,87056,0,0,1,A,Yucca Valley town,California,20700,20700,20747,20928,21067,21130,21397,21525,21629,21748
157,6,71,99990,0,0,1,F,Balance of San Bernardino County,California,291776,291336,292096,294805,296603,297671,299791,302161,304049,306177
50,6,73,0,0,0,0,A,San Diego County,California,3095313,3095342,3103793,3139767,3179798,3216522,3256875,3290044,3317200,3337685
157,6,73,11194,0,0,1,A,Carlsbad city,California,105328,105569,105936,107799,109394,111154,112148,113250,113920,115330
157,6,73,13392,0,0,1,A,Chula Vista city,California,243916,243920,244693,248540,252843,257248,260561,265008,267203,270471
157,6,73,16378,0,0,1,A,Coronado city,California,18912,24702,23966,23355,23230,23384,23598,23739,25150,24417
157,6,73,18506,0,0,1,A,Del Mar city,California,4161,4163,4174,4205,4244,4282,4310,4343,4363,4363
157,6,73,21712,0,0,1,A,El Cajon city,California,99478,99514,99771,100813,101645,102441,102969,103445,103793,103894
157,6,73,22678,0,0,1,A,Encinitas city,California,59518,59519,59689,60311,60991,61677,62169,62758,63124,63184
157,6,73,22804,0,0,1,A,Escondido city,California,143911,143976,144464,146225,147834,149111,150085,151119,151717,151969
157,6,73,36294,0,0,1,A,Imperial Beach city,California,26324,26324,26388,26638,26867,27086,27121,27339,27424,27418
157,6,73,40004,0,0,1,A,La Mesa city,California,57065,57013,57157,57692,58203,58680,59004,59872,59955,60021
157,6,73,41124,0,0,1,A,Lemon Grove city,California,25320,25318,25385,25626,25981,26172,26474,26636,26863,27108
157,6,73,50398,0,0,1,A,National City city,California,58582,58560,58634,59089,59468,59888,60271,60885,61160,61363
157,6,73,53322,0,0,1,A,Oceanside city,California,167086,166992,167555,169599,171334,172976,174190,175126,175473,176193
157,6,73,58520,0,0,1,A,Poway city,California,47811,47806,47961,48666,49084,49480,49774,50018,50080,50041
157,6,73,66000,0,0,1,A,San Diego city,California,1307402,1301948,1306176,1320638,1338975,1358207,1379123,1391040,1406682,1419516
157,6,73,68196,0,0,1,A,San Marcos city,California,83781,83657,83972,85109,87012,89658,92665,93537,95346,96198
157,6,73,70224,0,0,1,A,Santee city,California,53413,53416,53647,54566,55475,56267,56970,57635,57876,58113
157,6,73,72506,0,0,1,A,Solana Beach city,California,12867,12867,12900,13024,13139,13248,13317,13413,13446,13444
157,6,73,82996,0,0,1,A,Vista city,California,93834,93501,93734,94756,95798,96731,97562,100236,101420,101568
157,6,73,99990,0,0,1,F,Balance of San Diego County,California,486604,486577,487591,493116,498281,498832,504564,510645,512205,513074
50,6,75,0,0,0,0,C,San Francisco County,California,805235,805193,805770,816294,830406,841270,853258,866320,876103,884363
157,6,75,67000,0,0,1,A,San Francisco city,California,805235,805193,805770,816294,830406,841270,853258,866320,876103,884363
50,6,77,0,0,0,0,A,San Joaquin County,California,685306,685308,687291,695071,700958,703747,713452,723846,734294,745424
157,6,77,22790,0,0,1,A,Escalon city,California,7132,7132,7146,7206,7241,7246,7374,7505,7533,7588
157,6,77,40704,0,0,1,A,Lathrop city,California,18023,18023,18137,18772,19090,19608,20015,20801,22086,22781
157,6,77,42202,0,0,1,A,Lodi city,California,62134,62134,62280,62817,63180,63290,63792,64401,64695,65884
157,6,77,45484,0,0,1,A,Manteca city,California,67096,67276,67677,69246,70956,71871,73287,75192,76935,79268
157,6,77,61026,0,0,1,A,Ripon city,California,14297,14297,14338,14499,14633,14718,14916,15095,15460,15677
157,6,77,75000,0,0,1,A,Stockton city,California,291707,291726,292497,295208,297162,297743,301373,304723,307270,310496
157,6,77,80238,0,0,1,A,Tracy city,California,82922,83353,83569,84319,84824,85006,85864,87064,89290,90889
157,6,77,99990,0,0,1,F,Balance of San Joaquin County,California,141995,141367,141647,143004,143872,144265,146831,149065,151025,152841
50,6,79,0,0,0,0,A,San Luis Obispo County,California,269637,269591,269819,271150,274378,275973,278534,280402,282282,283405
157,6,79,2868,0,0,1,A,Arroyo Grande city,California,17252,17279,17298,17367,17542,17720,17884,18053,18088,18123
157,6,79,3064,0,0,1,A,Atascadero city,California,28310,28304,28412,28591,28735,29016,29359,29940,30228,30418
157,6,79,22300,0,0,1,A,El Paso de Robles (Paso Robles) city,California,29793,29785,29828,30124,30467,30790,31183,31423,31818,31918
157,6,79,31393,0,0,1,A,Grover Beach city,California,13156,13157,13173,13211,13316,13414,13476,13541,13605,13628
157,6,79,49362,0,0,1,A,Morro Bay city,California,10234,10234,10245,10284,10373,10458,10508,10589,10628,10635
157,6,79,57414,0,0,1,A,Pismo Beach city,California,7655,7650,7663,7694,7782,7858,7902,8118,8185,8237
157,6,79,68154,0,0,1,A,San Luis Obispo city,California,45119,45164,45204,45408,45811,46332,46573,47115,47438,47541
157,6,79,99990,0,0,1,F,Balance of San Luis Obispo County,California,118118,118018,117996,118471,120352,120385,121649,121623,122292,122905
50,6,81,0,0,0,0,A,San Mateo County,California,718451,718500,719899,729022,740644,750345,759156,766779,769561,771410
157,6,81,3092,0,0,1,A,Atherton town,California,6914,6920,6918,6957,7037,7103,7146,7180,7252,7238
157,6,81,5108,0,0,1,A,Belmont city,California,25835,25835,25880,26199,26561,26832,27083,27265,27233,27140
157,6,81,8310,0,0,1,A,Brisbane city,California,4282,4282,4291,4349,4411,4463,4614,4725,4724,4721
157,6,81,9066,0,0,1,A,Burlingame city,California,28806,28806,28847,29287,29695,29994,30334,30523,30502,30686
157,6,81,14736,0,0,1,A,Colma town,California,1792,1443,1445,1463,1483,1498,1511,1522,1521,1514
157,6,81,17918,0,0,1,A,Daly City city,California,101123,101116,101293,102558,104116,105217,106163,106773,107112,107074
157,6,81,20956,0,0,1,A,East Palo Alto city,California,28155,28155,28230,28579,28983,29279,29560,29728,29875,29765
157,6,81,25338,0,0,1,A,Foster City city,California,30567,30567,30618,30994,32160,32490,32783,33547,34361,34412
157,6,81,31708,0,0,1,A,Half Moon Bay city,California,11324,11324,11348,11512,11698,12079,12382,12677,12780,12870
157,6,81,33798,0,0,1,A,Hillsborough town,California,10825,10825,10849,10997,11138,11273,11394,11477,11497,11486
157,6,81,46870,0,0,1,A,Menlo Park city,California,32026,32019,32088,32496,32901,33107,33322,33512,34079,34357
157,6,81,47486,0,0,1,A,Millbrae city,California,21532,21537,21579,21867,22164,22529,22729,22851,22812,22718
157,6,81,54806,0,0,1,A,Pacifica city,California,37234,37304,37371,37845,38374,38775,39140,39362,39314,39087
157,6,81,58380,0,0,1,A,Portola Valley town,California,4353,4353,4360,4414,4474,4524,4584,4613,4622,4611
157,6,81,60102,0,0,1,A,Redwood City city,California,76815,76827,77044,78050,79347,81225,82960,85476,85479,86685
157,6,81,65028,0,0,1,A,San Bruno city,California,41114,41067,41115,41554,42164,42643,43059,43292,43241,43299
157,6,81,65070,0,0,1,A,San Carlos city,California,28406,28383,28430,28782,29184,29497,29806,29974,29963,30499
157,6,81,68252,0,0,1,A,San Mateo city,California,97207,97207,97425,98622,100023,101565,102973,103754,104603,104748
157,6,81,73262,0,0,1,A,South San Francisco city,California,63632,63654,63752,64542,65742,66421,67021,67406,67397,67429
157,6,81,86440,0,0,1,A,Woodside town,California,5287,5283,5292,5357,5422,5482,5534,5567,5581,5564
157,6,81,99990,0,0,1,F,Balance of San Mateo County,California,61222,61593,61724,62598,63567,64349,65058,65555,65613,65507
50,6,83,0,0,0,0,A,Santa Barbara County,California,423895,423949,424338,426058,430827,435980,440628,443927,446296,448150
157,6,83,8758,0,0,1,A,Buellton city,California,4828,4849,4857,4885,4934,4997,5060,5094,5127,5135
157,6,83,11446,0,0,1,A,Carpinteria city,California,13040,12997,13011,13034,13174,13498,13610,13653,13653,13622
157,6,83,30378,0,0,1,A,Goleta city,California,29888,29914,29969,30038,30286,30554,30808,30898,30870,31116
157,6,83,31414,0,0,1,A,Guadalupe city,California,7080,7080,7087,7101,7158,7215,7275,7308,7320,7370
