SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017
157,6,83,42524,0,0,1,A,Lompoc city,California,42434,42440,42334,42245,43184,43518,44026,44083,43723,43542
157,6,83,69070,0,0,1,A,Santa Barbara city,California,88410,88375,88486,88730,89520,90369,91144,91622,91916,92101
157,6,83,69196,0,0,1,A,Santa Maria city,California,99553,99595,99714,100440,101393,102392,103404,104876,106302,107014
157,6,83,72576,0,0,1,A,Solvang city,California,5245,5223,5233,5262,5316,5369,5485,5702,5776,5909
157,6,83,99990,0,0,1,F,Balance of Santa Barbara County,California,133417,133476,133647,134323,135862,138068,139816,140691,141609,142341
50,6,85,0,0,0,0,A,Santa Clara County,California,1781642,1781671,1786542,1813812,1841868,1870935,1896246,1919220,1931575,1938153
157,6,85,10345,0,0,1,A,Campbell city,California,39349,39343,39448,39841,40393,40781,41164,41150,41198,41544
157,6,85,17610,0,0,1,A,Cupertino city,California,58302,58572,58719,59244,59915,60356,60751,60624,61016,60777
157,6,85,29504,0,0,1,A,Gilroy city,California,48821,48810,48948,49674,50757,51944,52585,53260,55396,57664
157,6,85,43280,0,0,1,A,Los Altos city,California,28976,29001,29076,29479,29856,30064,30326,30691,30755,30743
157,6,85,43294,0,0,1,A,Los Altos Hills town,California,7922,8043,8064,8148,8275,8358,8453,8476,8571,8580
157,6,85,44112,0,0,1,A,Los Gatos town,California,29413,29444,29529,29878,30233,30517,30770,30737,30756,30724
157,6,85,47766,0,0,1,A,Milpitas city,California,66790,66815,66743,67183,69005,70108,73726,77611,77957,78106
157,6,85,48956,0,0,1,A,Monte Sereno city,California,3341,3372,3386,3418,3464,3506,3537,3550,3572,3578
157,6,85,49278,0,0,1,A,Morgan Hill city,California,37882,37905,38015,38811,39509,41060,42106,42988,44446,45037
157,6,85,49670,0,0,1,A,Mountain View city,California,74066,74020,74270,75194,76684,78155,79349,80477,80963,81438
157,6,85,55282,0,0,1,A,Palo Alto city,California,64403,64409,64576,65432,66258,66800,67031,66904,67490,67178
157,6,85,68000,0,0,1,A,San Jose city,California,945942,952574,955255,971352,985722,1003735,1016708,1027560,1031942,1035317
157,6,85,69084,0,0,1,A,Santa Clara city,California,116468,116497,116838,117994,119646,120822,122304,126274,126697,127134
157,6,85,70280,0,0,1,A,Saratoga city,California,29926,30004,30096,30392,30759,31040,31086,31028,30997,30905
157,6,85,77000,0,0,1,A,Sunnyvale city,California,140081,140060,140502,143944,146757,148411,150120,151855,153797,153656
157,6,85,99990,0,0,1,F,Balance of Santa Clara County,California,89960,82802,83077,83828,84635,85278,86230,86035,86022,85772
50,6,87,0,0,0,0,A,Santa Cruz County,California,262382,262366,263216,265103,266794,269395,271529,274299,275196,275897
157,6,87,11040,0,0,1,A,Capitola city,California,9918,9908,9918,9967,10018,10077,10130,10185,10197,10180
157,6,87,69112,0,0,1,A,Santa Cruz city,California,59946,59945,60591,61480,62040,62846,63299,64238,64545,65021
157,6,87,70588,0,0,1,A,Scotts Valley city,California,11580,11574,11584,11633,11675,11772,11864,11948,11952,11945
157,6,87,83668,0,0,1,A,Watsonville city,California,51199,51204,51279,51626,51960,52509,53073,53664,53910,54098
157,6,87,99990,0,0,1,F,Balance of Santa Cruz County,California,129739,129735,129844,130397,131101,132191,133163,134264,134592,134653
50,6,89,0,0,0,0,A,Shasta County,California,177223,177223,177284,177595,177917,178445,178983,178472,178774,179921
157,6,89,2042,0,0,1,A,Anderson city,California,9932,9932,9940,9991,10029,10092,10162,10156,10173,10370
157,6,89,59920,0,0,1,A,Redding city,California,89861,89861,89903,90187,90421,90796,91192,91045,91308,91794
157,6,89,71225,0,0,1,A,Shasta Lake city,California,10164,10164,10146,10099,10097,10109,10115,10098,10113,10190
157,6,89,99990,0,0,1,F,Balance of Shasta County,California,67266,67266,67295,67318,67370,67448,67514,67173,67180,67567
50,6,91,0,0,0,0,A,Sierra County,California,3240,3240,3221,3100,3068,3030,2979,2994,2964,2999
157,6,91,44364,0,0,1,A,Loyalton city,California,769,766,761,732,722,714,702,706,699,706
157,6,91,99990,0,0,1,F,Balance of Sierra County,California,2471,2474,2460,2368,2346,2316,2277,2288,2265,2293
50,6,93,0,0,0,0,A,Siskiyou County,California,44900,44900,44939,44614,44082,43543,43390,43351,43511,43853
157,6,93,19584,0,0,1,A,Dorris city,California,939,939,941,930,915,902,901,905,905,907
157,6,93,20242,0,0,1,A,Dunsmuir city,California,1650,1640,1639,1619,1595,1572,1569,1574,1575,1580
157,6,93,22972,0,0,1,A,Etna city,California,737,737,736,730,722,714,711,713,715,720
157,6,93,25128,0,0,1,A,Fort Jones city,California,839,710,709,702,692,686,685,685,687,692
157,6,93,48690,0,0,1,A,Montague city,California,1443,1443,1444,1431,1413,1395,1392,1393,1395,1406
157,6,93,49852,0,0,1,A,Mount Shasta city,California,3394,3394,3392,3354,3313,3266,3276,3280,3280,3302
157,6,93,80686,0,0,1,A,Tulelake city,California,1010,1010,1012,1005,995,988,987,991,989,994
157,6,93,83850,0,0,1,A,Weed city,California,2967,2967,2982,2981,2938,2883,2714,2547,2651,2716
157,6,93,86944,0,0,1,A,Yreka city,California,7765,7765,7792,7745,7649,7551,7545,7558,7570,7600
157,6,93,99990,0,0,1,F,Balance of Siskiyou County,California,24156,24295,24292,24117,23850,23586,23610,23705,23744,23936
50,6,95,0,0,0,0,A,Solano County,California,413344,413344,414076,416652,420267,424384,429993,434751,440318,445458
157,6,95,5290,0,0,1,A,Benicia city,California,26997,26994,27029,27170,27381,27588,27853,28079,28183,28343
157,6,95,19402,0,0,1,A,Dixon city,California,18351,18392,18411,18476,18621,18939,19115,19332,19806,20202
157,6,95,23182,0,0,1,A,Fairfield city,California,105321,105398,105557,106257,107579,109255,110913,112642,114776,116266
157,6,95,60984,0,0,1,A,Rio Vista city,California,7360,7367,7392,7456,7565,7734,8031,8318,8640,9009
157,6,95,75630,0,0,1,A,Suisun City city,California,28111,28095,28142,28325,28542,28755,29168,29391,29496,29639
157,6,95,81554,0,0,1,A,Vacaville city,California,92428,92422,92582,93290,93781,94170,95605,96512,98313,100032
157,6,95,81666,0,0,1,A,Vallejo city,California,115942,115943,116196,116827,117799,118789,119913,120887,121376,122105
157,6,95,99990,0,0,1,F,Balance of Solano County,California,18834,18733,18767,18851,18999,19154,19395,19590,19728,19862
50,6,97,0,0,0,0,A,Sonoma County,California,483878,483870,484827,487822,490740,495007,499563,502096,503833,504217
157,6,97,14190,0,0,1,A,Cloverdale city,California,8618,8634,8642,8678,8700,8754,8797,8823,8829,8803
157,6,97,16560,0,0,1,A,Cotati city,California,7265,7265,7274,7308,7331,7389,7425,7447,7464,7479
157,6,97,33056,0,0,1,A,Healdsburg city,California,11254,11254,11312,11360,11409,11507,11637,11735,11840,11840
157,6,97,56784,0,0,1,A,Petaluma city,California,57941,57941,58020,58255,58785,59415,59842,60411,60593,60870
157,6,97,62546,0,0,1,A,Rohnert Park city,California,40971,40818,40860,41018,41125,41396,42180,42384,42669,42838
157,6,97,70098,0,0,1,A,Santa Rosa city,California,167815,167824,168062,169205,170205,171875,173842,174873,175320,175269
157,6,97,70770,0,0,1,A,Sebastopol city,California,7379,7392,7401,7471,7523,7594,7646,7674,7686,7666
157,6,97,72646,0,0,1,A,Sonoma city,California,10648,10652,10665,10711,10816,10887,10987,11034,11073,11108
157,6,97,85922,0,0,1,A,Windsor town,California,26801,26795,26819,26909,27036,27216,27343,27450,27580,27548
157,6,97,99990,0,0,1,F,Balance of Sonoma County,California,145186,145295,145772,146907,147810,148974,149864,150265,150779,150796
50,6,99,0,0,0,0,A,Stanislaus County,California,514453,514451,515242,518034,521349,524625,529544,535000,541353,547899
157,6,99,12524,0,0,1,A,Ceres city,California,45417,45894,45960,46154,46401,46646,47114,47658,48246,48697
157,6,99,34904,0,0,1,A,Hughson city,California,6640,6640,6656,6711,6852,6995,7188,7334,7416,7498
157,6,99,48354,0,0,1,A,Modesto city,California,201165,203119,203344,204207,205406,206535,208250,209938,212035,214221
157,6,99,51140,0,0,1,A,Newman city,California,10224,10263,10277,10539,10601,10658,10747,10878,11113,11361
157,6,99,52694,0,0,1,A,Oakdale city,California,20675,20736,20819,20960,21251,21495,21816,22188,22649,23150
157,6,99,56112,0,0,1,A,Patterson city,California,20413,20499,20521,20607,20733,20900,21203,21451,21777,22124
157,6,99,61068,0,0,1,A,Riverbank city,California,22678,22678,22769,23129,23270,23455,23677,23965,24374,24740
157,6,99,80812,0,0,1,A,Turlock city,California,68549,68619,68768,69217,69748,70319,70970,71909,72751,73556
157,6,99,83612,0,0,1,A,Waterford city,California,8456,8456,8465,8500,8551,8593,8699,8771,8856,8947
157,6,99,99990,0,0,1,F,Balance of Stanislaus County,California,110236,107547,107663,108010,108536,109029,109880,110908,112136,113605
50,6,101,0,0,0,0,A,Sutter County,California,94737,94743,94764,94560,94342,94702,94983,95524,96058,96648
157,6,101,41936,0,0,1,A,Live Oak city,California,8392,8466,8465,8558,8376,8392,8407,8438,8741,8774
157,6,101,86972,0,0,1,A,Yuba City city,California,64925,65634,65650,65419,65382,65667,65888,66290,66429,66860
157,6,101,99990,0,0,1,F,Balance of Sutter County,California,21420,20643,20649,20583,20584,20643,20688,20796,20888,21014
50,6,103,0,0,0,0,A,Tehama County,California,63463,63440,63563,63347,63241,62916,62820,63128,63444,63926
157,6,103,16322,0,0,1,A,Corning city,California,7663,7663,7680,7645,7616,7556,7518,7528,7546,7592
157,6,103,59892,0,0,1,A,Red Bluff city,California,14076,14076,14092,14069,14068,14036,13998,14097,14171,14287
157,6,103,78106,0,0,1,A,Tehama city,California,418,418,418,416,417,414,414,415,418,422
157,6,103,99990,0,0,1,F,Balance of Tehama County,California,41306,41283,41373,41217,41140,40910,40890,41088,41309,41625
50,6,105,0,0,0,1,A,Trinity County,California,13786,13780,13749,13677,13482,13422,13122,13092,12839,12709
50,6,107,0,0,0,0,A,Tulare County,California,442179,442178,443060,447358,450779,453663,456452,458601,460835,464493
157,6,107,19318,0,0,1,A,Dinuba city,California,21453,21453,21568,22631,22857,23293,23600,23635,23968,24034
157,6,107,23126,0,0,1,A,Exeter city,California,10334,10332,10343,10385,10440,10483,10518,10520,10514,10553
157,6,107,23616,0,0,1,A,Farmersville city,California,10588,10588,10587,10607,10662,10709,10743,10745,10741,10778
157,6,107,41712,0,0,1,A,Lindsay city,California,11768,11746,11764,12664,12793,12964,13137,13180,13250,13303
157,6,107,58240,0,0,1,A,Porterville city,California,54165,57323,57437,57866,58072,58241,58344,59083,59059,59145
157,6,107,80644,0,0,1,A,Tulare city,California,59278,59312,59463,59883,60781,61102,61662,62153,62808,63855
157,6,107,82954,0,0,1,A,Visalia city,California,124442,124452,124816,125726,126629,127590,128805,129735,131096,133010
157,6,107,86300,0,0,1,A,Woodlake city,California,7279,7279,7302,7320,7355,7605,7635,7634,7629,7649
157,6,107,99990,0,0,1,F,Balance of Tulare County,California,142872,139693,139780,140276,141190,141676,142008,141916,141770,142166
50,6,109,0,0,0,0,A,Tuolumne County,California,55365,55365,55188,54832,54237,54018,53852,53589,53787,54248
157,6,109,72674,0,0,1,A,Sonora city,California,4903,4904,4898,4867,4818,4815,4805,4808,4820,4857
157,6,109,99990,0,0,1,F,Balance of Tuolumne County,California,50462,50461,50290,49965,49419,49203,49047,48781,48967,49391
50,6,111,0,0,0,0,A,Ventura County,California,823318,823391,825298,830990,835143,840175,844749,848925,851096,854223
157,6,111,10046,0,0,1,A,Camarillo city,California,65201,65176,65293,65606,65807,66068,66736,67446,67468,67845
157,6,111,24092,0,0,1,A,Fillmore city,California,15002,14991,15021,15096,15154,15271,15374,15509,15637,15812
157,6,111,49138,0,0,1,A,Moorpark city,California,34421,34517,34647,34941,35073,35221,35580,36139,36618,36802
157,6,111,53476,0,0,1,A,Ojai city,California,7461,7461,7476,7515,7546,7583,7607,7613,7598,7582
157,6,111,54652,0,0,1,A,Oxnard city,California,197899,197969,198512,200101,201416,203246,205076,206908,208303,210037
157,6,111,58296,0,0,1,A,Port Hueneme city,California,21723,21723,21712,21762,21842,22148,22092,22395,22323,22327
157,6,111,65042,0,0,1,A,San Buenaventura (Ventura) city,California,106433,107234,107476,108440,109236,109622,109869,110093,110404,110790
157,6,111,70042,0,0,1,A,Santa Paula city,California,29321,29270,29335,29789,29979,30170,30435,30442,30368,30313
157,6,111,72016,0,0,1,A,Simi Valley city,California,124237,124243,124495,125156,125524,126179,126611,126589,126518,126878
157,6,111,78582,0,0,1,A,Thousand Oaks city,California,126683,126480,126754,127452,127898,128528,129004,129098,129038,128995
157,6,111,99990,0,0,1,F,Balance of Ventura County,California,94937,94327,94577,95132,95668,96139,96365,96693,96821,96842
50,6,113,0,0,0,0,A,Yolo County,California,200849,200850,201101,202082,204890,206650,208873,212428,215959,219116
157,6,113,18100,0,0,1,A,Davis city,California,65622,65636,65590,65696,65879,66322,66691,67481,68118,68986
157,6,113,84816,0,0,1,A,West Sacramento city,California,48744,48744,48853,49143,49616,50080,51779,52564,53059,53512
157,6,113,86034,0,0,1,A,Winters city,California,6624,6624,6622,6837,6879,6909,6937,7018,7152,7273
157,6,113,86328,0,0,1,A,Woodland city,California,55468,55476,55547,55744,56281,56732,57376,58404,59102,60012
157,6,113,99990,0,0,1,F,Balance of Yolo County,California,24391,24370,24489,24662,26235,26607,26090,26961,28528,29333
50,6,115,0,0,0,0,A,Yuba County,California,72155,72146,72351,72511,72832,73159,73642,74201,75185,77031
157,6,115,46170,0,0,1,A,Marysville city,California,12072,12072,12094,12099,12121,12165,12179,12171,12222,12413
157,6,115,85012,0,0,1,A,Wheatland city,California,3456,3504,3514,3519,3527,3510,3512,3735,3773,3842
157,6,115,99990,0,0,1,F,Balance of Yuba County,California,56627,56570,56743,56893,57184,57484,57951,58295,59190,60776
